story_id,url,published,player,team,status,date,date_type,quote,notes,verified,reject_reason
30442973,https://www.espncricinfo.com/story/_/id/30442973/pakistan-tour-new-zealand-how-did-eight-members-pakistan-squad-test-positive-covid-19,2020-12-02T15:14:25+00:00,Mir Hamza,Sindh,false_positive,2020-12-02,published,"But because their results came back negative, they all remained in the bubble and only fast bowler Mir Hamza returned home after being declared unwell.","Flu-like symptoms, tested negative, sent home unwell",True,
30442973,https://www.espncricinfo.com/story/_/id/30442973/pakistan-tour-new-zealand-how-did-eight-members-pakistan-squad-test-positive-covid-19,2020-12-02T15:14:25+00:00,Shaheen Afridi,Pakistan,false_positive,2020-12-02,published,"And before playing the PSL, Shaheen Afridi underwent various tests which threw up what are believed to be inconclusive results.","Earlier inconclusive tests before PSL, cleared after two negatives; understood to be among four in NZ investigated for historic infection (that part truncated in this copy, so classed on the inconclusive/cleared result)",True,
1240759,https://www.espncricinfo.com/story/pakistan-tour-of-new-zealand-how-did-so-many-pakistan-players-test-covid-positive-1240759,2020-12-03T15:14:25+00:00,Fakhar Zaman,Pakistan,false_positive,2020-12-03,published,"There were supposed to be 55 travellers, but Fakhar Zaman had symptoms similar to Covid-19, and was thus left behind ; he would return a negative test the following day.","Symptomatic, tested negative; left out of NZ tour",True,
1240759,https://www.espncricinfo.com/story/pakistan-tour-of-new-zealand-how-did-so-many-pakistan-players-test-covid-positive-1240759,2020-12-03T15:14:25+00:00,Sarfaraz Ahmed,Sindh,false_positive,2020-12-03,published,"Between the second and third round of games in the QeA Trophy, nine Sindh players, including captain Sarfraz Ahmed, experienced flu-like symptoms.",Flu-like symptoms in QeA Trophy; tests negative (next sentence). Spelled 'Sarfraz' in text,True,
1240759,https://www.espncricinfo.com/story/pakistan-tour-of-new-zealand-how-did-so-many-pakistan-players-test-covid-positive-1240759,2020-12-03T15:14:25+00:00,Mir Hamza,Sindh,false_positive,2020-12-03,published,"But because their results came back negative, they all remained in the bubble and only fast bowler Mir Hamza returned home after being declared unwell.","Flu-like symptoms, tested negative, sent home unwell",True,
30523036,"https://www.espncricinfo.com/story/_/id/30523036/bbl-2020-21-chris-lynn,-dan-lawrence-brisbane-heat-fined-covid-19-breach",2020-12-15T00:00:00+00:00,Chris Lynn,Brisbane Heat,false_positive,2020-12-15,published,Both Lynn and Lawrence have tested negative for Covid-19 since their breach was discovered and were permitted to play in Monday night's game against the Sydney Thunder .,Negative test after BBL protocol breach; not a close contact of a case,True,
30523036,"https://www.espncricinfo.com/story/_/id/30523036/bbl-2020-21-chris-lynn,-dan-lawrence-brisbane-heat-fined-covid-19-breach",2020-12-15T00:00:00+00:00,Dan Lawrence,Brisbane Heat,false_positive,2020-12-15,published,Both Lynn and Lawrence have tested negative for Covid-19 since their breach was discovered and were permitted to play in Monday night's game against the Sydney Thunder .,Negative test after BBL protocol breach; not a close contact of a case,True,
1243951,https://www.espncricinfo.com/story/bbl-2020-21-chris-lynn-dan-lawrence-and-brisbane-heat-fined-for-covid-19-breach-1243951,2020-12-15T06:42:31+00:00,Chris Lynn,Brisbane Heat,false_positive,2020-12-15,published,Both Lynn and Lawrence have tested negative for Covid-19 since their breach was discovered and were permitted to play in Monday night's game against the Sydney Thunder .,Negative test after BBL protocol breach; not a close contact of a case,True,
1243951,https://www.espncricinfo.com/story/bbl-2020-21-chris-lynn-dan-lawrence-and-brisbane-heat-fined-for-covid-19-breach-1243951,2020-12-15T06:42:31+00:00,Dan Lawrence,Brisbane Heat,false_positive,2020-12-15,published,Both Lynn and Lawrence have tested negative for Covid-19 since their breach was discovered and were permitted to play in Monday night's game against the Sydney Thunder .,Negative test after BBL protocol breach; not a close contact of a case,True,
1254259,https://www.espncricinfo.com/story/ireland-a-tour-of-bangladesh-ruhan-pretorius-opens-up-on-bizarre-few-days-after-false-covid-positive-1254259,2021-03-08T04:30:00+00:00,Ruhan Pretorius,Ireland A (Ireland Wolves),false_positive,2021-03-04,test_date,"Ruhan Pretorius has revealed he was in ""a bit of a weird space"" after his positive Covid test result led Ireland Wolves' first one-day game in Bangladesh to be abandoned after 30 overs, only for him to discover a day later that the result was a false positive.",Original sample taken Thursday Mar 4 (per earlier story); two subsequent negative tests,True,
31027646,https://www.espncricinfo.com/story/_/id/31027646/ireland-tour-bangladesh-ruhan-pretorius-opens-bizarre-days-false-covid-positive,2021-03-08T04:30:00+00:00,Ruhan Pretorius,Ireland A (Ireland Wolves),false_positive,2021-03-04,test_date,"Ruhan Pretorius has revealed he was in ""a bit of a weird space"" after his positive Covid test result led Ireland Wolves' first one-day game in Bangladesh to be abandoned after 30 overs, only for him to discover a day later that the result was a false positive.",Original sample taken Thursday Mar 4 (per earlier story); two subsequent negative tests,True,
1259257,https://www.espncricinfo.com/story/ipl-2021-delhi-capitals-anrich-nortje-joins-delhi-capitals-bubble-after-testing-negative-for-covid-19-1259257,2021-04-16T09:16:23+00:00,Anrich Nortje,Delhi Capitals,false_positive,2021-04-16,published,"Nortje, who landed on April 6 in Mumbai, where the Capitals are playing their initial set of matches, had to spend an extended time in quarantine after a false positive test.",Positive result came around end of quarantine (due Apr 13); then three negative tests,True,
31267487,https://www.espncricinfo.com/story/_/id/31267487/ipl-2021-delhi-capitals-anrich-nortje-joins-delhi-capitals-bubble-testing-negative-covid-19,2021-04-16T09:16:23+00:00,Anrich Nortje,Delhi Capitals,false_positive,2021-04-16,published,"Nortje, who landed on April 6 in Mumbai, where the Capitals are playing their initial set of matches, had to spend an extended time in quarantine after a false positive test.",Positive result came around end of quarantine (due Apr 13); then three negative tests,True,
1297592,https://www.espncricinfo.com/story/under-19-world-cup-captain-yash-dhull-and-five-others-test-positive-for-covid-19-and-miss-india-match-against-ireland-1297592,2022-01-19,Manav Parakh,India U19,false_positive,2022-01-19,relative_to_published,"The others who had to miss the match were Aaradhya Yadav , Vasu Vats , Manav Parakh and Siddarth Yadav .","Symptomatic but negative Rapid Antigen Test; RT-PCR awaited; suspected case, not confirmed in this story",True,
1297592,https://www.espncricinfo.com/story/under-19-world-cup-captain-yash-dhull-and-five-others-test-positive-for-covid-19-and-miss-india-match-against-ireland-1297592,2022-01-19,Vasu Vats,India U19,false_positive,2022-01-19,relative_to_published,"The others who had to miss the match were Aaradhya Yadav , Vasu Vats , Manav Parakh and Siddarth Yadav .","Symptomatic but negative Rapid Antigen Test; RT-PCR awaited; suspected case, not confirmed in this story",True,
1298239,https://www.espncricinfo.com/story/https%3A%2F%2Fwww.espncricinfo.com%2Fstory%2Fcovid-19-five-indian-players-including-yash-dhull-ruled-out-of-under-19-world-cup-game-against-uganda-1298239,2022-01-21,Vasu Vats,India U19,false_positive,2022-01-21,published,"Of the six players, who had isolated before the match against Ireland on Wednesday, only Vasu Vats has tested negative, a source in the ICC said.",Symptomatic/isolated but tested negative,True,
1298371,https://www.espncricinfo.com/story/under-19-world-cup-india-add-vasu-vats-as-temporary-covid-replacement-for-manav-parakh-1298371,2022-01-22,Vasu Vats,India U19,false_positive,2022-01-22,published,"But, while Aaradhya has since tested positive for Covid-19, Vats has returned negative tests.",Isolated but returned negative tests,True,
1320827,https://www.espncricinfo.com/story/england-vs-nz-3rd-test-england-play-down-covid-concerns-after-illness-affects-build-up-to-headingley-test-1320827,2022-06-21T13:36:00+00:00,Ben Stokes,England,false_positive,2022-06-21,relative_to_published,"That includes the captain, Stokes, who was also not on deck in Leeds due to illness. He did however take a test on Tuesday morning which returned negative.",Ill but tested negative Tuesday morning,True,
34124994,https://www.espncricinfo.com/story/_/id/34124994/england-vs-nz-3rd-test-england-play-covid-concerns-illness-affects-build-headingley-test,2022-06-21T13:36:00+00:00,Ben Stokes,England,false_positive,2022-06-21,relative_to_published,"That includes the captain, Stokes, who was also not on deck in Leeds due to illness. He did however take a test on Tuesday morning which returned negative.",Ill but tested negative Tuesday morning,True,
