story_id,url,published,player,team,status,date,date_type,quote,notes,verified,reject_reason
29416641,"https://www.espncricinfo.com/story/_/id/29416641/haider-ali,-imran-khan-kashif-bhatti-return-two-negative-tests-covid-19",2020-07-06T08:23:46+00:00,Haider Ali,Pakistan,positive,2020-07-06,retrospective,Rauf is now the only player still returning positive tests among the ten who originally tested positive last month .,Implied among the ten originally positive in June; returned negatives July 1 and 4.,True,
1226267,https://www.espncricinfo.com/story/haider-ali-imran-khan-and-kashif-bhatti-return-two-negative-tests-for-covid-19-1226267,2020-07-06T08:23:46+00:00,Imran Khan,Pakistan,positive,2020-07-06,retrospective,Rauf is now the only player still returning positive tests among the ten who originally tested positive last month .,Implied among the ten originally positive in June; returned negatives July 1 and 4.,True,
29416641,"https://www.espncricinfo.com/story/_/id/29416641/haider-ali,-imran-khan-kashif-bhatti-return-two-negative-tests-covid-19",2020-07-06T08:23:46+00:00,Imran Khan,Pakistan,positive,2020-07-06,retrospective,Rauf is now the only player still returning positive tests among the ten who originally tested positive last month .,Implied among the ten originally positive in June; returned negatives July 1 and 4.,True,
1226267,https://www.espncricinfo.com/story/haider-ali-imran-khan-and-kashif-bhatti-return-two-negative-tests-for-covid-19-1226267,2020-07-06T08:23:46+00:00,Kashif Bhatti,Pakistan,positive,2020-07-06,retrospective,Rauf is now the only player still returning positive tests among the ten who originally tested positive last month .,Implied among the ten originally positive in June; returned negatives July 1 and 4.,True,
29416641,"https://www.espncricinfo.com/story/_/id/29416641/haider-ali,-imran-khan-kashif-bhatti-return-two-negative-tests-covid-19",2020-07-06T08:23:46+00:00,Kashif Bhatti,Pakistan,positive,2020-07-06,retrospective,Rauf is now the only player still returning positive tests among the ten who originally tested positive last month .,Implied among the ten originally positive in June; returned negatives July 1 and 4.,True,
1226267,https://www.espncricinfo.com/story/haider-ali-imran-khan-and-kashif-bhatti-return-two-negative-tests-for-covid-19-1226267,2020-07-06T08:23:46+00:00,Fakhar Zaman,Pakistan,positive,2020-07-06,retrospective,"Fakhar Zaman, Mohammad Hasnain, Mohammad Hafeez, Mohammad Rizwan, Shadab Khan and Wahab Riaz have already flown to England after returning two negative tests .",Implied (by preceding sentence) among the ten originally positive in June; since cleared.,True,
29416641,"https://www.espncricinfo.com/story/_/id/29416641/haider-ali,-imran-khan-kashif-bhatti-return-two-negative-tests-covid-19",2020-07-06T08:23:46+00:00,Fakhar Zaman,Pakistan,positive,2020-07-06,retrospective,"Fakhar Zaman, Mohammad Hasnain, Mohammad Hafeez, Mohammad Rizwan, Shadab Khan and Wahab Riaz have already flown to England after returning two negative tests .",Implied (by preceding sentence) among the ten originally positive in June; since cleared.,True,
1226267,https://www.espncricinfo.com/story/haider-ali-imran-khan-and-kashif-bhatti-return-two-negative-tests-for-covid-19-1226267,2020-07-06T08:23:46+00:00,Mohammad Hasnain,Pakistan,positive,2020-07-06,retrospective,"Fakhar Zaman, Mohammad Hasnain, Mohammad Hafeez, Mohammad Rizwan, Shadab Khan and Wahab Riaz have already flown to England after returning two negative tests .",Implied (by preceding sentence) among the ten originally positive in June; since cleared.,True,
29416641,"https://www.espncricinfo.com/story/_/id/29416641/haider-ali,-imran-khan-kashif-bhatti-return-two-negative-tests-covid-19",2020-07-06T08:23:46+00:00,Mohammad Hasnain,Pakistan,positive,2020-07-06,retrospective,"Fakhar Zaman, Mohammad Hasnain, Mohammad Hafeez, Mohammad Rizwan, Shadab Khan and Wahab Riaz have already flown to England after returning two negative tests .",Implied (by preceding sentence) among the ten originally positive in June; since cleared.,True,
1226267,https://www.espncricinfo.com/story/haider-ali-imran-khan-and-kashif-bhatti-return-two-negative-tests-for-covid-19-1226267,2020-07-06T08:23:46+00:00,Mohammad Hafeez,Pakistan,positive,2020-07-06,retrospective,"Fakhar Zaman, Mohammad Hasnain, Mohammad Hafeez, Mohammad Rizwan, Shadab Khan and Wahab Riaz have already flown to England after returning two negative tests .",Implied (by preceding sentence) among the ten originally positive in June; since cleared.,True,
29416641,"https://www.espncricinfo.com/story/_/id/29416641/haider-ali,-imran-khan-kashif-bhatti-return-two-negative-tests-covid-19",2020-07-06T08:23:46+00:00,Mohammad Hafeez,Pakistan,positive,2020-07-06,retrospective,"Fakhar Zaman, Mohammad Hasnain, Mohammad Hafeez, Mohammad Rizwan, Shadab Khan and Wahab Riaz have already flown to England after returning two negative tests .",Implied (by preceding sentence) among the ten originally positive in June; since cleared.,True,
1226267,https://www.espncricinfo.com/story/haider-ali-imran-khan-and-kashif-bhatti-return-two-negative-tests-for-covid-19-1226267,2020-07-06T08:23:46+00:00,Mohammad Rizwan,Pakistan,positive,2020-07-06,retrospective,"Fakhar Zaman, Mohammad Hasnain, Mohammad Hafeez, Mohammad Rizwan, Shadab Khan and Wahab Riaz have already flown to England after returning two negative tests .",Implied (by preceding sentence) among the ten originally positive in June; since cleared.,True,
29416641,"https://www.espncricinfo.com/story/_/id/29416641/haider-ali,-imran-khan-kashif-bhatti-return-two-negative-tests-covid-19",2020-07-06T08:23:46+00:00,Mohammad Rizwan,Pakistan,positive,2020-07-06,retrospective,"Fakhar Zaman, Mohammad Hasnain, Mohammad Hafeez, Mohammad Rizwan, Shadab Khan and Wahab Riaz have already flown to England after returning two negative tests .",Implied (by preceding sentence) among the ten originally positive in June; since cleared.,True,
1226267,https://www.espncricinfo.com/story/haider-ali-imran-khan-and-kashif-bhatti-return-two-negative-tests-for-covid-19-1226267,2020-07-06T08:23:46+00:00,Shadab Khan,Pakistan,positive,2020-07-06,retrospective,"Fakhar Zaman, Mohammad Hasnain, Mohammad Hafeez, Mohammad Rizwan, Shadab Khan and Wahab Riaz have already flown to England after returning two negative tests .",Implied (by preceding sentence) among the ten originally positive in June; since cleared.,True,
29416641,"https://www.espncricinfo.com/story/_/id/29416641/haider-ali,-imran-khan-kashif-bhatti-return-two-negative-tests-covid-19",2020-07-06T08:23:46+00:00,Shadab Khan,Pakistan,positive,2020-07-06,retrospective,"Fakhar Zaman, Mohammad Hasnain, Mohammad Hafeez, Mohammad Rizwan, Shadab Khan and Wahab Riaz have already flown to England after returning two negative tests .",Implied (by preceding sentence) among the ten originally positive in June; since cleared.,True,
1226267,https://www.espncricinfo.com/story/haider-ali-imran-khan-and-kashif-bhatti-return-two-negative-tests-for-covid-19-1226267,2020-07-06T08:23:46+00:00,Wahab Riaz,Pakistan,positive,2020-07-06,retrospective,"Fakhar Zaman, Mohammad Hasnain, Mohammad Hafeez, Mohammad Rizwan, Shadab Khan and Wahab Riaz have already flown to England after returning two negative tests .",Implied (by preceding sentence) among the ten originally positive in June; since cleared.,True,
29416641,"https://www.espncricinfo.com/story/_/id/29416641/haider-ali,-imran-khan-kashif-bhatti-return-two-negative-tests-covid-19",2020-07-06T08:23:46+00:00,Wahab Riaz,Pakistan,positive,2020-07-06,retrospective,"Fakhar Zaman, Mohammad Hasnain, Mohammad Hafeez, Mohammad Rizwan, Shadab Khan and Wahab Riaz have already flown to England after returning two negative tests .",Implied (by preceding sentence) among the ten originally positive in June; since cleared.,True,
1226761,https://www.espncricinfo.com/story/mashrafe-mortaza-recovers-from-covid-19-1226761,2020-07-14T16:17:16+00:00,Mashrafe Mortaza,Bangladesh,positive,2020-06-20,retrospective,"Mortaza, who is also a Member of Parliament representing the ruling Awami League party, was diagnosed with the virus three weeks ago, on June 20.",Diagnosis date stated; now negative/recovered (2020-07-14).,True,
29460411,https://www.espncricinfo.com/story/_/id/29460411/mashrafe-mortaza-recovers-covid-19,2020-07-14T16:17:16+00:00,Mashrafe Mortaza,Bangladesh,positive,2020-06-20,retrospective,"Mortaza, who is also a Member of Parliament representing the ruling Awami League party, was diagnosed with the virus three weeks ago, on June 20.",Diagnosis date stated; now negative/recovered (2020-07-14).,True,
1226761,https://www.espncricinfo.com/story/mashrafe-mortaza-recovers-from-covid-19-1226761,2020-07-14T16:17:16+00:00,Nafees Iqbal,Bangladesh,positive,2020-06-23,retrospective,"Nafees Iqbal and Nazmul Islam , who also tested positive three weeks ago, have also recovered after undergoing treatment at home.","'Three weeks ago' relative to 2020-07-14, approximate; recovered.",True,
29460411,https://www.espncricinfo.com/story/_/id/29460411/mashrafe-mortaza-recovers-covid-19,2020-07-14T16:17:16+00:00,Nafees Iqbal,Bangladesh,positive,2020-06-23,retrospective,"Nafees Iqbal and Nazmul Islam , who also tested positive three weeks ago, have also recovered after undergoing treatment at home.","'Three weeks ago' relative to 2020-07-14, approximate; recovered.",True,
1226761,https://www.espncricinfo.com/story/mashrafe-mortaza-recovers-from-covid-19-1226761,2020-07-14T16:17:16+00:00,Nazmul Islam,Bangladesh,positive,2020-06-23,retrospective,"Nafees Iqbal and Nazmul Islam , who also tested positive three weeks ago, have also recovered after undergoing treatment at home.","'Three weeks ago' relative to 2020-07-14, approximate; recovered.",True,
29460411,https://www.espncricinfo.com/story/_/id/29460411/mashrafe-mortaza-recovers-covid-19,2020-07-14T16:17:16+00:00,Nazmul Islam,Bangladesh,positive,2020-06-23,retrospective,"Nafees Iqbal and Nazmul Islam , who also tested positive three weeks ago, have also recovered after undergoing treatment at home.","'Three weeks ago' relative to 2020-07-14, approximate; recovered.",True,
1226990,https://www.espncricinfo.com/story/pakistan-s-kashif-bhatti-to-join-squad-after-covid-19-scare-in-england-1226990,2020-07-16T10:26:26+00:00,Kashif Bhatti,Pakistan,positive,2020-07-16,retrospective,The left-arm spinner had travelled to England with a delayed third batch of players after initially testing positive in Pakistan in tests conducted under the PCB's protocols.,"Genuine earlier positive in Pakistan (date not given). Separate UK arrival positive (~2020-07-08) attributed by ECB to remnants of previous infection; later negatives, rejoined squad.",True,
29472786,https://www.espncricinfo.com/story/_/id/29472786/pakistan-kashif-bhatti-join-squad-covid-19-scare-england,2020-07-16T10:26:26+00:00,Kashif Bhatti,Pakistan,positive,2020-07-16,retrospective,The left-arm spinner had travelled to England with a delayed third batch of players after initially testing positive in Pakistan in tests conducted under the PCB's protocols.,"Genuine earlier positive in Pakistan (date not given). Separate UK arrival positive (~2020-07-08) attributed by ECB to remnants of previous infection; later negatives, rejoined squad.",True,
1226990,https://www.espncricinfo.com/story/pakistan-s-kashif-bhatti-to-join-squad-after-covid-19-scare-in-england-1226990,2020-07-16T10:26:26+00:00,Haider Ali,Pakistan,positive,2020-07-16,retrospective,"Bhatti had travelled to the UK with Haider Ali and Imran Khan as well as Malang Ali, the team masseur, all of whom were among the group of players and support staff who returned positive tests in Pakistan.",Earlier positive in Pakistan; no date given.,True,
29472786,https://www.espncricinfo.com/story/_/id/29472786/pakistan-kashif-bhatti-join-squad-covid-19-scare-england,2020-07-16T10:26:26+00:00,Haider Ali,Pakistan,positive,2020-07-16,retrospective,"Bhatti had travelled to the UK with Haider Ali and Imran Khan as well as Malang Ali, the team masseur, all of whom were among the group of players and support staff who returned positive tests in Pakistan.",Earlier positive in Pakistan; no date given.,True,
1226990,https://www.espncricinfo.com/story/pakistan-s-kashif-bhatti-to-join-squad-after-covid-19-scare-in-england-1226990,2020-07-16T10:26:26+00:00,Imran Khan,Pakistan,positive,2020-07-16,retrospective,"Bhatti had travelled to the UK with Haider Ali and Imran Khan as well as Malang Ali, the team masseur, all of whom were among the group of players and support staff who returned positive tests in Pakistan.",Earlier positive in Pakistan; no date given.,True,
29472786,https://www.espncricinfo.com/story/_/id/29472786/pakistan-kashif-bhatti-join-squad-covid-19-scare-england,2020-07-16T10:26:26+00:00,Imran Khan,Pakistan,positive,2020-07-16,retrospective,"Bhatti had travelled to the UK with Haider Ali and Imran Khan as well as Malang Ali, the team masseur, all of whom were among the group of players and support staff who returned positive tests in Pakistan.",Earlier positive in Pakistan; no date given.,True,
1227061,https://www.espncricinfo.com/story/no-more-player-tests-csa-certain-of-covid-19-free-3tc-1227061,2020-07-17T08:39:39+00:00,Kashif Bhatti,Pakistan,positive,2020-07-17,retrospective,"That level of testing has, in fact, helped Pakistan in identifying a number of players who tested positive for Covid-19 and who had to delay their travel to the UK: a player like Kashif Bhatti, who tested positive in Pakistan, would have undergone eight tests within the last month alone.",Past positive mentioned in retrospect; no date.,True,
29479294,"https://www.espncricinfo.com/story/_/id/29479294/no-more-player-tests,-csa-certain-covid-19-free-3tc",2020-07-17T08:39:39+00:00,Kashif Bhatti,Pakistan,positive,2020-07-17,retrospective,"That level of testing has, in fact, helped Pakistan in identifying a number of players who tested positive for Covid-19 and who had to delay their travel to the UK: a player like Kashif Bhatti, who tested positive in Pakistan, would have undergone eight tests within the last month alone.",Past positive mentioned in retrospect; no date.,True,
1227637,https://www.espncricinfo.com/story/mohammad-amir-cleared-to-join-pakistan-squad-in-england-after-two-negative-covid-19-results-1227637,2020-07-24T07:00:31+00:00,Haris Rauf,Pakistan,positive,2020-07-24,retrospective,"Amir was recalled in place of Haris Rauf , who had undergone six Covid-19 tests the last month, out of which five were positive.",Repeated positives over previous month; no specific date.,True,
29528329,https://www.espncricinfo.com/story/_/id/29528329/mohammad-amir-cleared-join-pakistan-squad-england-two-negative-covid-19-results,2020-07-24T07:00:31+00:00,Haris Rauf,Pakistan,positive,2020-07-24,retrospective,"Amir was recalled in place of Haris Rauf , who had undergone six Covid-19 tests the last month, out of which five were positive.",Repeated positives over previous month; no specific date.,True,
1227771,https://www.espncricinfo.com/story/pcb-came-under-pressure-over-england-tour-after-positive-covid-19-tests-says-ceo-1227771,2020-07-26T09:34:02+00:00,Shadab Khan,Pakistan,positive,2020-07-26,retrospective,"Shadab Khan, Haris Rauf, Haider Ali, Fakhar Zaman, Mohammad Rizwan, Wahab Riaz, Imran Khan, Mohammad Hafeez, Mohammad Hasnain and Kashif Bhatti were among those who tested positive in the first round of testing ahead of the tour.",June pre-tour first-round positive mentioned in retrospect; no date in text.,True,
